10|War in the Balkans!|\nThe mayor of Macedonia's capital Skopje has skipped a meeting of foreign ministers from Nato member states in protest at the war in Syria.\n\nSkander Braik played down the potential consequences and called on Nato to take "urgent" action against Syria.\n\nMr Braik's refusal to attend follows Macedonia's decision last month to veto any reference to Syria in the 2012 edition of the Nato strategy paper.\n\nEarlier, President Gjorge Ivanov had not even received the invitation.\n\nThe move by the Balkan nation, also a candidate for EU accession, has been widely seen as an effort to appeal to left-wing voters ahead of the October general election.\n\nBut it is also aimed at distancing Macedonia from the US-led campaign for Nato membership.\n\nForeign Minister Nikola Poposki accused the former Yugoslav republic of being "disloyal" towards Nato, and argued that the campaign to extend membership to Slovenia, Croatia and Albania was a step closer.\n\nThe move comes as Bosnia and Herzegovina is grappling with the fallout from the trial of two leaders of the wartime Nazi-era concentration camp in Srebrenica.\n\nA UN-sponsored panel found late last year that seven Bosnian Serbs should be prosecuted for the massacre, the worst genocide to take place in Europe since the Second World War.\n\nThe Skopje government says the Srebrenica trial process was flawed and only a few senior officers face prosecution.\n
11|Herd of Unicorns|\nIn a shocking finding, scientist discovered a herd of unicorns living in a remote, previously unexplored valley, in the Andes Mountains. Even more surprising to the researchers was the fact that the unicorns spoke perfect English. Further investigation revealed that the unicorns had been living in the area for over a century. Researchers are now struggling to understand what happened to their original herd that had perished in an apparent apocalyptic event.\n\nThe history of the unicorns is a mysterious one.\n\nFor the past 40 years, foragers have made weekly visits to the Rainbow Plateau. Upon reaching the plateau, they look for the remnants of a herd of unicorns that once lived there.\n\nHowever, until recently, the herd was thought to have perished in an apocalypse that had occurred as recently as the year 1790. In addition, the origins of the herd were unknown, until the researchers discovered that the unicorns had once lived in the area.\n\nThe unicorns found in the valley are brown in color, with long, gray, horse-like horns. While they are called unicorns, they actually belong to the family of deer. They eat the seeds of plants, and their antlers grow during their lifetime and change color from green to brown with age. A unicorn's hooves are also tipped with ivory.\n\nWhile the researchers have not yet discovered what caused the herd to disappear, it is believed that a large storm occurred some 200 years ago and triggered an avalanche. As the researchers later discovered, an extinct volcanically-produced lake existed at the base of the plateau. For some unknown reason, the unicorns were unaffected by the avalanche.\n\nHowever, the unicorns were subsequently disturbed by another major event: an American military man named Franz who had wandered into the valley in the 1970s. Franz became the first person to ever find a unicorn alive, and he quickly began killing the unicorns in order to sell them. He soon became known as the Unicorn Killer.\n\nThis wouldn't be the first time that a herd of unicorns has been hunted for profit. In 1975, a rancher in California killed two unicorns after they mated, causing them to produce a litter of eight. The rancher then sold the meat of the newborns to others who hunted the herd for profit. In 1979, a Pennsylvania rancher named Lester was fined $500 for shooting a unicorn in order to sell its horns.\n\nAnother curious event occurred in 1992 when one of the unicorns began to exhibit unusual behavior. The unicorn began appearing for several days and then disappeared. The next day, several men found the unicorn dead, having been shot with a gun. The unicorn had a giant horn lodged in its skull.\n
12|Football is a great game, while Soccer is boring.|\nFootball is never boring because the players actually get hurt.  While in soccer the players just pick themselves up, dust themselves off, and keep playing as if nothing happened.\nTo overcome this problem, you must, like I said before, tell people why football is better.\nThis means, all the statistics should be used to your advantage.  Use an Injury Database to see how many players have had their careers ended by injuries.  Also, use the "Playing Well Into Their Thirties" factor.\nAlso, tell people that playing at the college level is a very intense activity.  Especially when a college plays a non-power conference school, the team isn't hyped.  Therefore, the excitement isn't as high as it should be.  Finally, tell people that the game should be a lot more physical, even if it has made its way back to a different time, with an injury to a player at the beginning of his career.\nMy last point is that you should emphasize the importance of the long-term health of the players.  You should demonstrate that their health is as important as their college grades.\nAll these points, when emphasized enough, make football sound like the better sport.\n
13|Whaling is harming the environment and must be stopped.|\nThe Japanese and Norway have already made the commitment to\nsave whales. The time has come for the US government to make it. There\nare already far more whales than the wild population can sustain.\n
14|Pray for Sarafina!|\n12-year-old Sarafina Lopes is in her third month of treatment for rhabdomyosarcoma, a cancer that\nhas spread to her heart. It's an aggressive cancer and her prognosis is not very good. Sarafina,\na student at the local Conselheiro Dos Santos private school in Largo do Ouro, Brazil, has\nundergone a number of painful and life-threatening surgeries to treat the tumor, including a large\nsurgery on her chest and a partial surgical removal of her heart. In addition, she has endured\nchemotherapy treatment and has been confined to a wheelchair. Sarafina's mother, Feitosa Naves\nLopes, said that Sarafina's last operation, which will be performed in March 2002, could take as\nlong as nine hours and, because she will be under general anesthesia, she will not be able to keep\nher eyes open.\n\n"There is so much blood during this surgery and her little lungs were all full of blood," said\nFeitosa Naves Lopes. "The doctor said that she would never be able to walk or do normal\nactivities again."\n
15|Xbox vs PS5, which one should I buy?|\nI played lots of video games throughout my childhood and have also played on the PlayStation. I've also played the Xbox before but due to the fact that I grew out of the games and like playing computer games instead, I stopped playing the Xbox for many years (yes, I know there are a lot of games).\nI was a huge Sony fan, but, I actually got the PS4 a few weeks ago, so I can't really make an informed opinion. The only reason I was slightly wary of getting the PS4 was the amount of third party exclusives the Xbox has (FIFA, Forza, Titanfall, Minecraft), but I must say that even though those titles are great games in themselves, they are not really the main reason why I got the PS4.\nThe main reason I got the PS4 was because of the system itself. I want the PS4 for the following reasons:\n\nFirst off, as someone who grew up playing a lot of video games, I loved being able to have many controllers with me at the same time. That is basically the main reason I got the PS4 in the first place. The DualShock 4 feels so much more comfortable than the Xbox One controller. I got the PS4 with the old-fashioned DualShock 3 controller at first, and was loving the idea of having two controllers. But, the controller just didn't feel as comfortable to me as the DualShock 4, so I eventually exchanged the DualShock 3 with the DualShock 4.\nThe games are played on a giant screen. My favorite games to play are the cross-game movement of the DualShock 4, but this is also the reason that I did not like playing the Xbox One controller. When playing the Xbox One controller, you can move around a lot on the game-screen, but when using the DualShock 4, you're basically limited to moving in a linear direction on the game-screen. This meant that I could only move in a certain direction on the game-screen, but could still move in a whole lot of different directions on the game's controllers, for example on my PS4 in a way that was impossible on the Xbox One controller.\n
16|The Galaxy has billions of stars!|\nMuch of the time, there is a star out there that can be seen.  Even with a low-powered telescope, you can see some of the near- and mid-distant ones, but that's not because you can see the individual stars.  When a nearby star is visible, the interference from all of the stars in the galaxy creates a "light ripple" in the light from the star that appears on the sky like a very faint halo around the star.  At a site with good seeing, you can actually see this on a photo.\nAnother thing to keep in mind is that stars are really dim.  Right now, the nearest star to us is about 4.3 light years away.  Even the very dimmest star you can see with the naked eye is around 200 light years away (the Andromeda Galaxy is 2.2 million light years away).  Most of the time, you would not be able to see a star like that, even with a telescope.  So, even though we are talking about billions of stars, they are really millions of stars.\n
17|What is the difference between a star and a planet?|\nIt's easy to identify stars in a galaxy, or indeed in our own, when you know the difference between a star and something else.\nA star is just the result of a dying star having left behind an inner core of iron rich matter, a remnant of the process by which the star ends its life. It has lots of hydrogen and helium, and a few other metals, the most abundant one being oxygen, which helps make the star's colours.\nOther types of star are the result of the helium in the star having already burnt off, or of stars where the hydrogen and helium haven't burnt off yet, but are increasing in pressure and temperature.\nA planet is a ball of matter (much less dense than a star) revolving round a star.\nA galaxy is a region of lots of stars, more or less evenly distributed.\n
18|Climbing a tree can be great fun with the right equipment.|\n---\n\nFinding an old and battered bed can be a bit of a minefield. Tread carefully, and don't just throw off the sheets.\n---\n\nA good tree for climbing should have a trunk diameter of no less than 35cm and a safe (steep) root spread of no more than 25cm.\n---\n\nA pair of socks, plus climbing tape will keep you warm if your climb isn't more than 50 metres or so, but don't rely on the weather to protect you from the elements.\n---\n\nBegin with the most basic technique of step-kneeling, and look for ways to extend the technique, and adapt it to a position and environment where it's less useful. You can climb for a very long time by mimicking a polar bear, except on warm days, when you have to manage your temperature while moving.\n---\n\nWhere you can use a ladder or steps, or climb down them if you want to go a bit further.\n---\n\nThere are plenty of non-tree climbers who get their first taste of the experience by using climbing hooks and rope to get as high as they can, then shifting to steps for a bit of climbing.\n---\n\nWhen approaching an upright feature, look at the exposed (or partially so) sides, and decide which is the more solid. If it's clearly an easier way down, it's time to consider a ladder or steps.\n---\n\nIn a controlled manner, you can climb up and over large steps to a position where you can walk across the surface you want to get to.\n
19|An old silent pond.|\nAn old silent pond. A frog jumps into the pond—Splash! Silence again.\n\nNext we hear another voice (we see nothing) ask, "Where's the frog?"\n\n"There!" says one of the children, and it is so simple, so beautiful that it has continued to thrill and sustain me ever since. All who experience it, whether they take it seriously or not, are affected. No matter what they have read or heard about nature, or even if they are illiterate, their emotions are stirred by that scene.\n\nThe more "natures" I study, the more profound the experience.\n\nMany years ago I happened to be driving over the Mountain Road through a grove of large trees, beech, fir, spruce, sugar maple. At the time there were no mature pines around, and it was a dark, wet morning. I noticed several young green pines, with just leaves on them. I got out and looked. I have never forgotten that image. It could not be described. It was a sort of aliveness. It was the presence of a mystery. It was beyond the human mind. I had no thoughts at that time, but I remembered the feeling of being startled.\n\nAs I walked up to the trees, I could hear a light _scritch, scritch, scritch, scritch_. The only thing that has since explained that sound, and my experience in that grove, to me, was one I have heard from several different authorities. It is the sound made by a squirrel, which I suppose they use to deter larger animals, to bite the bark, perhaps, to get their breakfast.\n\nThere are trees that do not make sounds; they make a certain chemical that vibrates, it seems, only at certain times of the year. A scientist would tell you, "Yes, that vibration is usually over the growth of certain bacteria," but that is only a label.\n\nI feel that each experience is more significant than another. I would rather have those moments, the curiosity, the mystery, than the science.\n\nI remember reading a story years ago that must have taken a lot of research and preparation, and a lot of writing. It was about the potato. A wild potato growing in a crevice under the eaves of a barn. The potato was gathered by farmers. The young ones were cut off from their parents, and placed in damp cells to be raised to a certain size.\n\n
20|Her Heart Changed|\nAnd then her heart changed, or at least she understood it; and the winter passed, and the sun shone upon her brows and head, and she walked about the land of Skaill like a flame, and gave flowers to the young maidens. The summer wore on, and the reapers sang.\n\nThen she went west, over the hills and the moors, until she came to the lands of the People of the Eagle. Then she went into their city, and found the Children of the Eagle, where the sun was fairer than anywhere she had yet seen. The king was in the midst of his children, and the harpers of the tribe played above them. She was enchanted by the harps, and it seemed to her that the sounds spoke with the soul of her own soul; for though she had been the king's daughter, yet was she a stranger among the People of the Eagle.\n\nThey were kind to her, the harpers of the tribe, and brought her food to eat and drink, and sent to fetch her instruments, for she played well. They brought her to their chief, the king, and the harpers spoke with him about her, and he was pleased to give her the name of Bird-Woman. Then he sent for his daughters, and they came, and they were of her own age, and he asked her questions, and she gave answers. And the four walked together in the meadows of the king's land, and the harpers were with them. There was a harp there, and it had four strings, and they were harps of the land of the Eagles. But the harp was not for her to play on, nor to call forth the harp of sorrow and of pain. So the king and his daughters went together to their city, and the four met them there, and the harpers sang again, and they were merry and played on their harps.\n\nAfter a while they left the city, and journeyed to the place where the tribe gathered when it was time to hold council and when its enemies came to attack. And then Bird-Woman went with the four, and they stood in the place where there were men, but when they spoke in council, Bird-Woman was silent.\n\nAnd Bird-Woman went with them to the place where the People of the Eagle gathered when they went abroad, and stood apart from the rest. But when they stood to hold council, she was silent again.\n\n
21|Pleasure to me is wonder|\nPleasure to me is wonder—the unexplored, the unexpected, the thing that is hidden and the changeless thing that lurks behind superficial mutability. I delight in the slender green stalk that slenderly holds up the delicate flower and in the tiny labyrinth of veins that give it life. I love the infinite intricacy of a web of life and the mysterious repetition of its patterns. I love the forest and the river and the wind and the sun, but I love above all the flower that unfolds within the forest on a winter day.\n\n-William James\n\nThe so-called Imperial Garden at the Château of Versailles in the center of France may be one of the most influential gardens in the history of gardening, but there are a number of gardens in Europe that equally shaped gardening around the world and that warrant consideration.\n\nThe Hortus of Hadrian\n\nHadrian is probably best known for his construction of a wall to mark the western boundary of the Roman Empire in 124 AD. After this he turned his attention to the north, building a wall along the coast of the Black Sea. That wall is still extant today, which is the border between Turkey and Bulgaria.\n\nIn the Roman Empire a wall was a symbol of the empire and to build one was considered to be a great act of political consequence. Hadrian dedicated this wall, the Northern Defense or Hadrian’s Wall to the God, Jupiter. This was another political act to cement the Roman Empire with a particular God and his chosen peoples (Britannia).\n\nAlso built along the wall are a series of cross walks or guard houses that housed a guard, latrines, and a watchtower. Some of the individual towers in the wall are still standing today and these form a kind of pattern that allows us to understand Hadrian’s original idea.\n\nThe pattern of the wall was based on a military concept called an orthos. An orthos is any line or pattern that is comprised of two intersecting orthogonal lines that can form an a + b where a = 2b, and b = 2a. (i.e. where a is two units and b is two units.) Thus, hadrian’s wall had the dimensions 1x2 with another 1x2 section on top of it creating a form like the tree above. This form is still evident in the north section of the wall, which is also the north wall of Hadrian’s Villa which is only a few kilometers from where the wall was built.\n
22|Friday, October 15, 2008|\nI found these cute mouse pads that are actually washable. A friend's husband made these from a class he took, and they are still using them and enjoying them. I was at a furniture store and had to look for the mouse pads. I also find it hard to find something around the house to mark, so I have a marker set up at my computer to keep track of things like I do at my current place. So yeah, another friend got the Mickey Mouse one for me.\n\nI really love them, and will have to buy some for my staff. I don't need anymore mouse pads. When we got to the party I gave one to my dad, and he was telling me what a good idea it was. I know, I'm pretty cool.\n\n
23|Sunday, October 10, 2008|\nI finally took a break and headed to my parents for my Dad's birthday. He turned 65 and will be a year off of the big 6-0. We are only three generations and we all grew up together. We took a stroll down memory lane, and as we were driving back I was thinking about a big day coming up next week. My parents' anniversary is November 3rd. It has been so crazy since they got married almost 54 years ago. I am very proud of them and have been very proud of them for so long. I actually have a pic of my Mom and Dad when they were getting married in 1963 in Ohio and I have been trying to figure out how to make this image look like the pic in my Blog. This is a neat pic. I can't remember the time of day or where it was taken. Maybe it is in Toledo?\n\nHere are some random pics from around our old neighborhood. Notice the men in the sweatshirts and I still have on my Doc Martens.\n
24|Hobbits always so polite, yes!|\nO nice hobbits! Smeagol brings them up secret ways that nobody else could find. Tired he is, thirsty he is, yes thirsty; and he guides them and he searches for paths, and they saw sneak, sneak.\n\nThe bit that doesn't make sense to me is Smeagol tells them that he can take them to a tree where they can get water. The trees of the Shire are the leafless variety (according to the appendices of The Lord of the Rings), and I don't see any trees or vegetation that would suit his description.\nI also don't see a river in that section of Tolkien's writings, either.\nSo my question is, what is it that Hobbits find in their travels so uninteresting?\n
25|sorting on custom sorting in python|\nI have an input dictionary, which was printed out, when I sorted on the first value, sorted_index.\n{'apple': 11, 'orange': 13, 'banana': 6, 'clementine': 1}\n\nI'd like to change the input dictionary by sorting by the second value. I get the output, when I sort with second value in input dictionary sorted_index:\n{'banana': 6, 'apple': 11, 'clementine': 1, 'orange': 13}\n\ncode:\nfrom operator import itemgetter\nfrom collections import Counter\n\nsample = dict(zip(('apple', 'banana', 'orange', 'clementine'), range(1, 4)))\n\nsample_sorted = sorted(sample.items(), key=itemgetter(0, 1), reverse=True)\nprint (sample_sorted)\n\nA:\n\nUse sorted() with a key function that extracts from the key tuple (key, value) the desired key, value:\nIn [7]: from operator import itemgetter\n\nIn [8]: def key(x): return x[1]\n\nIn [9]: sorted(sample.items(), key=key)\nOut[9]:\n[('apple', 11),\n('banana', 6),\n('clementine', 1),\n('orange', 13)]\n\nIf you want to sort on the value as well, using key=itemgetter(1, 0) is what you want, but that does not work, as "Bubba" is printed before "Clementine" in the above sorted() output.\n
26|Do not buy the Sears 360 leafblower, it sucks.|\nI bought the Sears 430 today and it blows leaves right up onto the deck and out into the yard.  I have been using the 430 for about an hour and it still has plenty of power.  I'm so happy with the performance of the Sears 430 that I plan to buy the Sears 180 soon.\n\nAlso, it does not cost as much as a new Honda 20X.\n\nThe Sears 180 is less expensive than a Honda 20x, yet is not worth the $1000 you spent on your Honda.  Its running costs are excessive, it is not reliable and it will not last as long.\n\nHappy Bagging\n\nMike D\n\nSorry man...can you send me the name of the company that makes the Sears Tilt-Back 540 lbs Honda Leaf Blower and if you have a web-site or catalog number so I can compare it side by side with the Sears Tilt-Back 540 lbs Honda Leaf Blower...we can probably take the penny out of it.\n\nThanks\n\n**** I stand corrected...the Sears Pro-540 Blower does require a professional engine and lawn tractor to use...you can pull it behind you like a lawn tractor, it has a power take off and with a little ingenuity and hand work you can turn it into a lawn tractor...but still it wouldnt be worth the $$$...Sears blade comes apart so easy, and very frustrating to put back together.\n\nVery disappointed in the Sears HL520 Leaf Blower. First time owner of Honda 20 series. Bought last Tuesday in Seattle and received blower Wednesday morning. Used it twice and blower has a slight, but annoying sound in the top end area where impeller is connected to pump motor. Not sure how sound it would be on long hose of lawn. Leaf pickup is just average. Time for new equipment. Have bought dewalt dc760 and makita 1060. Tractor works great. Plan to replace blower with equivalent after this season in 6 months time.\n
27|Do you think Rocky Horror Picture show is a good movie?|\nI guess that's what I'm wondering.  It's been a couple of years and I still think about it from time to time.  I remember laughing so hard when Richard Masur came out from behind the curtain, ran down the stairs and sat down in his dad's seat.\n\nEww...what happened?\n
28|THE TURBULENT GOSSIP|\nCultural gossip is a creative industry, celebrated worldwide. We call it "crush" or "insider" news because its fame spreads fast, often, out of control. In our homes, offices, restaurants and other public places, "gossips" abound. They air their rude opinions and speak in a louder tone, as if around a ring of fire. Celebrities and our favorite fictional characters make for prime fodder, though we, too, have a taste for gossip. Today's cultural history books will reflect our fascination with mass rumor and its momentous impact on the survival of society.\n\nThe modern version of a gossip's legend appeared after World War II, in an old coffeehouse in London called the Round Table. "Rumors" Tommy Wright played and a one-man show from America named George Bernard Shaw poked fun at the collective joke of an industry. The notion that gossip would have to consider itself in the realm of performance art was a huge step forward in credibility.\n\nA generation of media vultures, with every ear attuned to a whisper, grew up. Exhausted by the real-time news cycle, our fascination and innovation in digital media thrived. Any email could be broadcast instantly, or posted online where it would be widely read, eternally archived. So-called Web 2.0—blogs, YouTube videos, Facebook groups and other Internet-based communities—began to rival the way we now came to know what was happening in the world. Social networks like the one in which I was originally published, Facebook, would send out "News Feeds" of activity to an expanding network of web-surfing friends and fans. Many of us, alone at home, logged on to Facebook, commenting on stories that were unfolding on our News Feeds, as if around a ring of fire. (As my own Facebook account might confirm, I am a lifelong enthusiast of publicity-punctuated, celebrity-driven news, and now, social-network commentary.)\n\nHere's the part of the story where you might say "this happened first in the world of media and then came to the world of pop culture," and you'd be partly right. Actually, this is the reverse. The celebrity-driven nature of media drove pop culture and vice versa.\n
